NUTS level,NUTS code,Region name,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
NUTS2,UKJ3,Hampshire and Isle of Wight,20537,20909,21759,23256,24169,25076,25477,26622,27651,28778,30510,31595,32655,33112,33883,35459,36723,37793,40004,40687,42008,43875
NUTS3,UKJ31,Portsmouth,1776,1784,1878,2029,2024,2110,2155,2198,2234,2270,2383,2470,2621,2680,2734,2774,2891,2981,3213,3311,3389,3506
NUTS3,UKJ32,Southampton,2055,2056,2090,2236,2331,2434,2483,2586,2653,2773,2944,3006,3101,3152,3233,3340,3450,3562,3737,3914,4071,4296
NUTS3,UKJ34,Isle of Wight,1254,1295,1344,1426,1542,1587,1622,1705,1812,1903,2004,2061,2159,2207,2239,2273,2313,2342,2414,2439,2517,2599
NUTS3,UKJ35,South Hampshire,4428,4527,4758,5057,5309,5569,5669,5929,6160,6405,6802,7064,7338,7446,7624,8067,8439,8667,9035,9063,9422,9698
NUTS3,UKJ36,Central Hampshire,6583,6749,7019,7552,7842,8093,8202,8620,9016,9436,10011,10401,10667,10785,11068,11634,11919,12307,13139,13454,13846,14463
NUTS3,UKJ37,North Hampshire,4440,4499,4670,4956,5121,5284,5345,5584,5776,5990,6366,6592,6770,6841,6985,7371,7711,7934,8466,8505,8762,9313
NUTS2,UKJ4,Kent,17896,18071,18930,20327,21127,21889,22277,23432,24500,25586,27156,28071,29053,29658,30358,31660,32996,34233,36117,37066,38350,39986
NUTS3,UKJ41,Medway,2624,2617,2737,2917,3035,3132,3179,3337,3458,3579,3793,3908,4068,4132,4225,4364,4478,4632,4894,5024,5119,5247
NUTS3,UKJ43,Kent Thames Gateway,3159,3211,3388,3622,3774,3948,4036,4214,4388,4576,4869,5038,5236,5347,5471,5700,5943,6181,6520,6802,7155,7510
NUTS3,UKJ44,East Kent,4134,4250,4522,4877,5117,5384,5532,5846,6177,6451,6875,7132,7505,7707,7953,8312,8653,8953,9397,9648,9966,10386
NUTS3,UKJ45,Mid Kent,2994,3016,3147,3384,3531,3629,3692,3888,4061,4249,4509,4657,4788,4887,4988,5217,5478,5672,5907,6108,6355,6642
NUTS3,UKJ46,West Kent,4986,4976,5136,5528,5670,5796,5837,6148,6415,6731,7111,7336,7456,7585,7722,8068,8444,8796,9399,9484,9755,10201
NUTS1,UKK,South West,53748,55188,57576,60813,63161,64834,66723,69379,72985,77245,80980,84132,85252,87492,89890,92785,96480,100495,105481,107192,110699,117071
NUTS2,UKK1,"Gloucestershire, Wiltshire and Bath/Bristol area",24598,25187,26496,28068,28972,29580,30374,31525,33236,35157,36842,38284,38711,39633,40798,42210,44216,46350,48991,49893,51470,54609
NUTS3,UKK11,"Bristol, City of",4039,4091,4277,4555,4727,4787,4906,5119,5320,5605,5932,6135,6192,6427,6670,6849,7174,7524,8005,8333,8671,9125
NUTS3,UKK12,"Bath and North East Somerset, North Somerset and South Gloucestershire",7081,7371,7790,8057,8176,8323,8637,8879,9322,9934,10399,10887,10937,11165,11476,11935,12508,13035,14030,14176,14599,15581
NUTS3,UKK13,Gloucestershire,6555,6638,6977,7428,7680,7750,7838,8252,8879,9385,9763,10140,10266,10504,10744,11118,11655,12342,12904,13083,13481,14289
NUTS3,UKK14,Swindon,1959,2054,2184,2315,2419,2531,2591,2654,2776,2913,3052,3179,3292,3311,3413,3532,3653,3829,3979,4096,4211,4396
NUTS3,UKK15,Wiltshire,4963,5033,5268,5712,5971,6188,6403,6622,6938,7319,7696,7944,8024,8226,8494,8776,9226,9620,10073,10205,10507,11217
NUTS2,UKK2,Dorset and Somerset,13225,13703,14262,15029,15680,16015,16621,17305,18127,19279,20220,20936,20915,21683,22354,22959,23766,24709,25824,26050,26916,28520
NUTS3,UKK21,Bournemouth and Poole,3419,3500,3679,3927,4051,4133,4214,4381,4605,4866,5157,5297,5235,5445,5628,5798,6056,6238,6620,6696,6914,7376
NUTS3,UKK22,Dorset CC,4491,4704,4862,5135,5337,5492,5727,5911,6175,6614,6897,7126,7127,7363,7630,7852,8137,8459,8790,8860,9143,9709
NUTS3,UKK23,Somerset,5315,5500,5722,5967,6293,6390,6681,7013,7347,7798,8166,8514,8553,8875,9096,9309,9573,10012,10414,10495,10859,11435
NUTS2,UKK3,Cornwall and Isles of Scilly,4800,4949,5055,5389,5734,5987,6147,6407,6703,7070,7439,7675,7874,8140,8406,8683,8882,9155,9499,9778,10126,10550
NUTS3,UKK30,Cornwall and Isles of Scilly,4800,4949,5055,5389,5734,5987,6147,6407,6703,7070,7439,7675,7874,8140,8406,8683,8882,9155,9499,9778,10126,10550
NUTS2,UKK4,Devon,11125,11349,11763,12327,12774,13252,13580,14142,14920,15739,16480,17237,17752,18036,18332,18933,19617,20280,21167,21471,22188,23391
NUTS3,UKK41,Plymouth,2278,2310,2374,2509,2547,2621,2708,2801,2908,3039,3201,3319,3401,3582,3661,3725,3829,3958,4091,4124,4345,4619
NUTS3,UKK42,Torbay,1247,1260,1324,1451,1469,1501,1553,1616,1718,1788,1833,1918,1955,1994,2020,2080,2153,2244,2294,2356,2440,2500
NUTS3,UKK43,Devon CC,7600,7779,8065,8367,8759,9131,9319,9725,10294,10912,11445,12000,12396,12461,12651,13128,13635,14078,14782,14991,15403,16273
NUTS1,UKL,Wales,27317,27549,28824,30859,31961,33139,34449,35962,37135,38552,40037,41871,42064,42941,44032,45594,46399,47798,49267,49518,51210,53669
NUTS2,UKL1,West Wales and The Valleys,17082,17178,17836,18919,19684,20359,21136,22073,22845,23642,24512,25629,25781,26211,26804,27844,28364,29140,29931,30024,30880,32293
NUTS3,UKL11,Isle of Anglesey,657,677,689,727,733,755,795,841,864,872,922,979,997,1020,1050,1078,1112,1127,1153,1154,1185,1232
NUTS3,UKL12,Gwynedd,1049,1051,1103,1148,1217,1278,1305,1387,1439,1526,1556,1577,1611,1648,1671,1717,1749,1805,1865,1867,1914,2018
NUTS3,UKL13,Conwy and Denbighshire,2063,2083,2130,2255,2345,2452,2535,2650,2788,2828,2913,3056,3044,3091,3203,3315,3353,3449,3520,3504,3587,3734
NUTS3,UKL14,South West Wales,3243,3295,3409,3476,3638,3833,4036,4210,4473,4775,4906,5174,5240,5370,5537,5765,5850,5980,6101,6096,6280,6541
NUTS3,UKL15,Central Valleys,2392,2345,2450,2664,2830,2957,3033,3195,3322,3410,3552,3662,3670,3752,3790,3932,4017,4115,4248,4294,4481,4744
NUTS3,UKL16,Gwent Valleys,2935,2937,3113,3393,3451,3519,3678,3815,3861,3898,4086,4210,4191,4280,4448,4642,4739,4813,4990,5073,5192,5358
NUTS3,UKL17,Bridgend and Neath Port Talbot,2591,2614,2675,2896,2969,2976,3096,3221,3311,3434,3603,3741,3748,3801,3826,3990,4107,4223,4357,4378,4527,4782
NUTS3,UKL18,Swansea,2152,2175,2267,2360,2501,2589,2658,2753,2788,2899,2973,3228,3280,3248,3279,3404,3436,3628,3696,3659,3714,3883
NUTS2,UKL2,East Wales,10235,10371,10989,11940,12277,12780,13313,13889,14290,14910,15525,16243,16284,16730,17228,17751,18035,18658,19336,19494,20330,21376
NUTS3,UKL21,Monmouthshire and Newport,2185,2185,2337,2579,2676,2819,2898,2962,3073,3209,3422,3562,3486,3559,3703,3851,3872,4036,4184,4266,4446,4676
NUTS3,UKL22,Cardiff and Vale of Glamorgan,4252,4370,4618,4925,5043,5276,5517,5750,5878,6188,6414,6739,6838,7025,7185,7359,7473,7727,8022,8051,8398,8782
NUTS3,UKL23,Flintshire and Wrexham,2641,2667,2802,3094,3169,3252,3394,3545,3636,3737,3858,4006,4015,4126,4288,4421,4555,4723,4919,4973,5188,5496
NUTS3,UKL24,Powys,1156,1149,1232,1342,1389,1434,1504,1632,1702,1777,1831,1935,1944,2020,2053,2120,2135,2173,2211,2203,2298,2423
NUTS1,UKM,Scotland,49678,50882,52738,56299,58731,61181,62983,66018,68834,72225,76817,80468,81969,83654,86170,89093,92169,94655,97713,98527,100991,106433
NUTS2,UKM5,North Eastern Scotland,4920,4994,4963,5313,5552,5777,5894,6330,6867,7286,7880,8344,8611,8883,9407,9839,10489,10835,10842,10225,10120,10586
NUTS3,UKM50,Aberdeen City and Aberdeenshire,4920,4994,4963,5313,5552,5777,5894,6330,6867,7286,7880,8344,8611,8883,9407,9839,10489,10835,10842,10225,10120,10586
NUTS2,UKM6,Highlands and Islands,3897,3976,4068,4300,4502,4724,4844,5086,5341,5820,6226,6952,7194,7404,7446,7750,7997,8133,8436,8504,8650,9078
NUTS3,UKM61,Caithness and Sutherland and Ross and Cromarty,877,897,920,960,1006,1064,1082,1125,1193,1282,1318,1390,1459,1495,1535,1619,1682,1663,1722,1734,1765,1842
NUTS3,UKM62,"Inverness and Nairn and Moray, Badenoch and Strathspey",1561,1588,1647,1722,1802,1875,1926,2010,2082,2334,2549,3036,3069,3169,3145,3286,3425,3529,3670,3696,3787,3993
NUTS3,UKM63,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",845,866,862,954,1013,1080,1111,1169,1241,1341,1414,1514,1574,1605,1602,1649,1667,1679,1732,1764,1780,1864
NUTS3,UKM64,Na h-Eileanan Siar,242,246,244,252,265,279,287,300,320,313,348,363,379,395,402,406,411,423,453,446,457,481
NUTS3,UKM65,Orkney Islands,158,170,180,173,183,191,195,219,228,252,286,307,331,348,368,383,389,390,390,394,398,417
NUTS3,UKM66,Shetland Islands,214,209,214,238,233,236,244,264,277,297,311,342,382,391,393,406,423,450,469,470,463,480
NUTS2,UKM7,Eastern Scotland,18200,18790,19619,20961,21936,22812,23607,24835,25762,27034,28724,29837,30187,30759,32007,33205,34345,35249,36536,37205,38541,40729
NUTS3,UKM71,Angus and Dundee City,2454,2483,2553,2732,2863,2994,3024,3136,3184,3316,3549,3802,3814,3808,3931,4042,4234,4359,4462,4500,4552,4793
NUTS3,UKM72,Clackmannanshire and Fife,3600,3739,3873,4138,4294,4526,4675,4919,5084,5145,5595,5885,6020,6136,6274,6483,6756,6898,7180,7302,7525,7937
NUTS3,UKM73,East Lothian and Midlothian,1688,1746,1849,1957,1995,2064,2233,2403,2527,2634,2790,2948,3004,3150,3249,3344,3535,3677,3809,3827,4045,4310
NUTS3,UKM75,City of Edinburgh,5436,5637,5930,6316,6612,6872,7005,7248,7579,8026,8313,8528,8673,8857,9319,9776,9991,10259,10703,10964,11406,12119
NUTS3,UKM76,Falkirk,1260,1293,1390,1454,1544,1615,1694,1782,1873,1988,2124,2219,2207,2207,2311,2423,2487,2514,2593,2669,2759,2945
NUTS3,UKM77,Perth and Kinross and Stirling,2473,2540,2555,2714,2872,2878,3019,3316,3433,3702,3881,3961,3995,4055,4310,4437,4548,4635,4785,4858,5039,5296
NUTS3,UKM78,West Lothian,1290,1352,1468,1649,1755,1863,1957,2030,2082,2223,2471,2494,2473,2546,2612,2700,2794,2907,3006,3085,3215,3327
NUTS2,UKM8,West Central Scotland,14052,14315,15058,16107,16752,17321,17733,18204,18826,19558,20702,21527,21896,22095,22507,23160,23752,24511,25473,26036,26763,28291
NUTS3,UKM81,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",2191,2255,2506,2709,2773,2879,2920,2992,3124,3273,3396,3553,3608,3675,3749,3860,3924,3996,4178,4250,4393,4657
NUTS3,UKM82,Glasgow City,5348,5425,5667,6021,6266,6525,6718,6858,6982,7286,7780,7982,8176,8213,8382,8643,8790,9098,9427,9788,10147,10740
NUTS3,UKM83,"Inverclyde, East Renfrewshire and Renfrewshire",3672,3733,3874,4155,4363,4421,4495,4613,4801,4996,5220,5475,5543,5572,5633,5790,6016,6157,6477,6488,6580,6927
NUTS3,UKM84,North Lanarkshire,2841,2902,3011,3223,3350,3496,3600,3741,3920,4004,4306,4517,4569,4635,4742,4867,5022,5261,5391,5510,5642,5967
NUTS2,UKM9,Southern Scotland,8608,8806,9031,9618,9988,10546,10904,11563,12037,12528,13285,13808,14081,14513,14804,15139,15586,15926,16426,16557,16917,17749
NUTS3,UKM91,Scottish Borders,1018,1062,1082,1168,1215,1272,1378,1472,1544,1623,1716,1805,1845,1896,1933,1930,2015,2120,2162,2209,2251,2333
NUTS3,UKM92,Dumfries and Galloway,1393,1429,1451,1519,1562,1632,1692,1789,1826,1931,2065,2191,2277,2309,2342,2412,2463,2516,2599,2639,2656,2750
NUTS3,UKM93,East Ayrshire and North Ayrshire mainland,2139,2157,2188,2365,2514,2655,2738,2900,3003,3109,3323,3392,3458,3604,3653,3716,3878,3953,4053,4045,4136,4350
NUTS3,UKM94,South Ayrshire,1094,1113,1156,1213,1283,1333,1407,1488,1529,1617,1665,1746,1780,1835,1890,1958,2010,2038,2071,2097,2118,2231
NUTS3,UKM95,South Lanarkshire,2964,3045,3155,3353,3413,3654,3689,3915,4134,4247,4515,4674,4721,4868,4985,5123,5220,5300,5541,5567,5757,6084
NUTS1,UKN,Northern Ireland,14569,14706,15287,16244,16679,17757,18580,19676,20927,22112,22918,23548,23999,24540,25332,25929,27022,28009,29059,29626,30973,32627
NUTS2,UKN0,Northern Ireland,14569,14706,15287,16244,16679,17757,18580,19676,20927,22112,22918,23548,23999,24540,25332,25929,27022,28009,29059,29626,30973,32627
NUTS3,UKN06,Belfast,3350,3375,3444,3616,3650,3808,3817,3916,4000,4168,4238,4467,4584,4652,4723,4816,5014,5100,5222,5242,5427,5711
NUTS3,UKN07,"Armagh City, Banbridge and Craigavon",1456,1479,1536,1607,1680,1797,1894,2044,2195,2376,2506,2571,2608,2694,2783,2814,2980,3169,3283,3283,3449,3648
NUTS3,UKN08,"Newry, Mourne and Down",1260,1275,1338,1409,1453,1550,1651,1771,1930,2067,2142,2195,2226,2273,2369,2410,2511,2591,2615,2682,2818,2977
NUTS3,UKN09,Ards and North Down,1389,1402,1459,1565,1614,1719,1777,1854,1962,2068,2159,2230,2266,2306,2376,2441,2545,2592,2668,2756,2921,3082
NUTS3,UKN10,Derry City and Strabane,994,1007,1065,1122,1171,1286,1374,1480,1619,1698,1732,1740,1779,1839,1896,1946,2012,2083,2100,2141,2207,2313
NUTS3,UKN11,Mid Ulster,898,910,959,1016,1043,1107,1210,1325,1438,1544,1614,1631,1654,1706,1789,1821,1904,2024,2117,2204,2355,2485
NUTS3,UKN12,Causeway Coast and Glens,904,911,958,1024,1098,1213,1292,1382,1525,1612,1637,1629,1689,1754,1850,1885,1953,2032,2199,2288,2417,2556
NUTS3,UKN13,Antrim and Newtownabbey,1187,1196,1246,1352,1371,1459,1520,1602,1683,1761,1863,1930,1959,1981,2052,2117,2203,2282,2325,2305,2363,2453
NUTS3,UKN14,Lisburn and Castlereagh,1174,1172,1218,1334,1363,1439,1501,1578,1669,1738,1830,1892,1929,1970,2026,2118,2224,2313,2509,2606,2714,2889
NUTS3,UKN15,Mid and East Antrim,1162,1171,1213,1314,1316,1405,1476,1561,1646,1744,1828,1886,1912,1938,1988,2052,2133,2235,2326,2355,2451,2578
NUTS3,UKN16,Fermanagh and Omagh,794,807,851,886,919,975,1067,1163,1258,1335,1368,1378,1392,1427,1479,1511,1542,1589,1693,1764,1851,1936
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 Components may not sum to totals as a result of rounding.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 Provisional.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
